Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/01 00:16,17222,8040162D0,17222,8040162D0,20.0,US Dollar,20.0,US Dollar,Reinvestment,0
2022/09/01 00:03,701,804EBC350,701,804EBC350,425.55,US Dollar,425.55,US Dollar,Reinvestment,0
2022/09/01 00:05,11642,805A35530,11642,805A35530,10.1,US Dollar,10.1,US Dollar,Reinvestment,0
2022/09/01 00:12,213580,8130BAED0,11642,805A35530,56.35,US Dollar,56.35,US Dollar,Credit Card,0
2022/09/01 00:01,2385,80515E860,2385,80515E860,45978.58,US Dollar,45978.58,US Dollar,Reinvestment,0
2022/09/01 00:23,29404,804848910,29404,804848910,18.2,US Dollar,18.2,US Dollar,Reinvestment,0
2022/09/01 00:07,13264,80343DCF0,13264,80343DCF0,15.38,US Dollar,15.38,US Dollar,Reinvestment,0
2022/09/01 00:09,1,8057C45B0,1,8057C45B0,22.05,US Dollar,22.05,US Dollar,Reinvestment,0
2022/09/01 00:04,15723,805398490,15723,805398490,120.32,US Dollar,120.32,US Dollar,Reinvestment,0
2022/09/01 00:25,9129,805822B80,9129,805822B80,8.25,US Dollar,8.25,US Dollar,Reinvestment,0
2022/09/01 00:29,39399,801244730,39399,801244730,10390.57,US Dollar,10390.57,US Dollar,Reinvestment,0
2022/09/01 00:19,16031,8043A8190,16031,8043A8190,12.31,US Dollar,12.31,US Dollar,Reinvestment,0
2022/09/01 00:10,1665,80519A6C0,1665,80519A6C0,1180150.46,US Dollar,1180150.46,US Dollar,Reinvestment,0
2022/09/01 00:17,1665,80519A6C0,1665,80519A6C0,19.9,US Dollar,19.9,US Dollar,Reinvestment,0
2022/09/01 00:17,1665,80519A6C0,1665,80519A6C0,19.9,US Dollar,19.9,US Dollar,Reinvestment,0
2022/09/01 00:15,6803,8044D9360,6803,8044D9360,12.22,US Dollar,12.22,US Dollar,Reinvestment,0
2022/09/01 00:12,28255,8043AC8E0,28255,8043AC8E0,14.35,US Dollar,14.35,US Dollar,Reinvestment,0
2022/09/01 00:17,311325,8042D4E70,311325,8042D4E70,1525.06,US Dollar,1525.06,US Dollar,Reinvestment,0
2022/09/01 00:12,21174,80571E2A0,21174,80571E2A0,344.49,US Dollar,344.49,US Dollar,Reinvestment,0
2022/09/01 00:28,1411,80593FE60,1411,80593FE60,1869.95,US Dollar,1869.95,US Dollar,Reinvestment,0
2022/09/01 00:18,28694,8057E3390,28694,8057E3390,3368.48,US Dollar,3368.48,US Dollar,Reinvestment,0
2022/09/01 00:29,28694,8057E3390,28694,8057E3390,15.76,US Dollar,15.76,US Dollar,Reinvestment,0
2022/09/01 00:29,28694,8057E3390,28694,8057E3390,15.76,US Dollar,15.76,US Dollar,Reinvestment,0
2022/09/01 00:02,28771,804216DD0,28771,804216DD0,5257.45,US Dollar,5257.45,US Dollar,Reinvestment,0
2022/09/01 00:16,35829,804217050,28771,804216DD0,1100.63,US Dollar,1100.63,US Dollar,ACH,0
2022/09/01 00:16,701,8041B9C10,701,8041B9C10,497051.11,US Dollar,497051.11,US Dollar,Reinvestment,0
2022/09/01 00:09,701,8041B9C10,701,8041B9C10,11.48,US Dollar,11.48,US Dollar,Reinvestment,0
2022/09/01 00:09,701,8041B9C10,701,8041B9C10,11.48,US Dollar,11.48,US Dollar,Reinvestment,0
2022/09/01 00:00,701,8041B9C10,15747,8070CE300,31965.14,US Dollar,31965.14,US Dollar,Cheque,0
2022/09/01 00:25,701,8041B9C10,15747,8070CE300,2104.34,US Dollar,2104.34,US Dollar,Credit Card,0
2022/09/01 00:01,701,8041B9C10,15747,8070CE300,14132.4,US Dollar,14132.4,US Dollar,Cash,0
2022/09/01 00:27,701,8041B9C10,136519,8116CB9A0,1700497.0,US Dollar,1700497.0,US Dollar,Cheque,0
2022/09/01 00:23,28255,8053278B0,28255,8053278B0,13.95,US Dollar,13.95,US Dollar,Reinvestment,0
2022/09/01 00:18,2454,8053277C0,2454,8053277C0,637371.07,US Dollar,637371.07,US Dollar,Reinvestment,0
2022/09/01 00:26,211075,804237270,211075,804237270,5.36,US Dollar,5.36,US Dollar,Reinvestment,0
2022/09/01 00:18,2843,804399B20,2843,804399B20,608.21,US Dollar,608.21,US Dollar,Reinvestment,0
2022/09/01 00:16,3045,801B0F000,2843,804399B20,84904.27,US Dollar,84904.27,US Dollar,Cheque,0
2022/09/01 00:18,3045,801B0F000,2843,804399B20,15598.52,US Dollar,15598.52,US Dollar,Credit Card,0
2022/09/01 00:21,3045,801B0F000,2843,804399B20,195719.24,US Dollar,195719.24,US Dollar,ACH,0
2022/09/01 00:18,3045,801B0F000,2843,804399B20,69611.83,US Dollar,69611.83,US Dollar,Wire,0
2022/09/01 00:27,311579,8044114A0,311579,8044114A0,4528.35,US Dollar,4528.35,US Dollar,Reinvestment,0
2022/09/01 00:07,21174,804DC4A40,3698,80DD72130,61.82,US Dollar,61.82,US Dollar,Credit Card,0
2022/09/01 00:19,18617,804D1C440,18617,804D1C440,23.03,US Dollar,23.03,US Dollar,Reinvestment,0
2022/09/01 00:18,3290,80439C680,3290,80439C680,796.92,US Dollar,796.92,US Dollar,Reinvestment,0
2022/09/01 00:23,214621,8057D6B20,214621,8057D6B20,245386.07,US Dollar,245386.07,US Dollar,Reinvestment,0
2022/09/01 00:28,214621,8057D6B20,214621,8057D6B20,9.01,US Dollar,9.01,US Dollar,Reinvestment,0
2022/09/01 00:28,214621,8057D6B20,214621,8057D6B20,9.01,US Dollar,9.01,US Dollar,Reinvestment,0
2022/09/01 00:26,16163,8045CB370,16163,8045CB370,13227.1,US Dollar,13227.1,US Dollar,Reinvestment,0
2022/09/01 00:18,31845,804DECBA0,31845,804DECBA0,17893.61,Euro,17893.61,Euro,Reinvestment,0
2022/09/01 00:21,16163,803CA8AD0,16163,803CA8AD0,437679.81,US Dollar,437679.81,US Dollar,Reinvestment,0
2022/09/01 00:14,314005,80515A880,314005,80515A880,1215.08,US Dollar,1215.08,US Dollar,Reinvestment,0
2022/09/01 00:22,311165,8041BFFA0,311165,8041BFFA0,5469.7,US Dollar,5469.7,US Dollar,Reinvestment,0
2022/09/01 00:05,8623,8042979A0,8623,8042979A0,17970.93,US Dollar,17970.93,US Dollar,Reinvestment,0
2022/09/01 00:07,2627,8058BAD70,2627,8058BAD70,37237.21,US Dollar,37237.21,US Dollar,Reinvestment,0
2022/09/01 00:14,1467,80025F3B0,2627,8058BAD70,1976.98,US Dollar,1976.98,US Dollar,Cheque,0
2022/09/01 00:00,1467,80025F3B0,2627,8058BAD70,1733.34,US Dollar,1733.34,US Dollar,Credit Card,0
2022/09/01 00:26,28771,8056F2D90,28771,8056F2D90,888.41,US Dollar,888.41,US Dollar,Reinvestment,0
2022/09/01 00:22,1292,8051A4680,1292,8051A4680,5689.73,US Dollar,5689.73,US Dollar,Reinvestment,0
2022/09/01 00:19,1292,8051A4680,1292,8051A4680,19.1,US Dollar,19.1,US Dollar,Reinvestment,0
2022/09/01 00:19,1292,8051A4680,1292,8051A4680,19.1,US Dollar,19.1,US Dollar,Reinvestment,0
2022/09/01 00:21,2385,80426AEB0,2385,80426AEB0,3.93,US Dollar,3.93,US Dollar,Reinvestment,0
2022/09/01 00:25,26024,80495DC80,26024,80495DC80,102798.09,US Dollar,102798.09,US Dollar,Reinvestment,0
2022/09/01 00:17,2053,800D1FE90,26024,80495DC80,43.09,US Dollar,43.09,US Dollar,Cheque,0
2022/09/01 00:01,2053,800D1FE90,26024,80495DC80,229.93,US Dollar,229.93,US Dollar,Credit Card,0
2022/09/01 00:17,13264,80374BCD0,26024,80495DC80,420047.36,US Dollar,420047.36,US Dollar,Cheque,0
2022/09/01 00:29,13264,80374BCD0,26024,80495DC80,2778.1,US Dollar,2778.1,US Dollar,Credit Card,0
2022/09/01 00:25,13264,80374BCD0,26024,80495DC80,161304.88,US Dollar,161304.88,US Dollar,Cash,0
2022/09/01 00:29,24132,804E8B5E0,24132,804E8B5E0,122258.16,US Dollar,122258.16,US Dollar,Reinvestment,0
2022/09/01 00:00,29685,8043D4280,29685,8043D4280,15.42,US Dollar,15.42,US Dollar,Reinvestment,0
2022/09/01 00:03,9482,804FC2D10,9482,804FC2D10,2577.0,US Dollar,2577.0,US Dollar,Reinvestment,0
2022/09/01 00:21,513,803D0F5F0,513,803D0F5F0,134.21,US Dollar,134.21,US Dollar,Reinvestment,0
2022/09/01 00:23,214615,805A2A8A0,214615,805A2A8A0,11.52,US Dollar,11.52,US Dollar,Reinvestment,0
2022/09/01 00:13,22205,8059F7E40,22205,8059F7E40,140.83,US Dollar,140.83,US Dollar,Reinvestment,0
2022/09/01 00:17,113798,805A5D390,113798,805A5D390,508.82,US Dollar,508.82,US Dollar,Reinvestment,0
2022/09/01 00:26,3144,805394460,3144,805394460,27858.97,US Dollar,27858.97,US Dollar,Reinvestment,0
2022/09/01 00:04,3144,805394460,3144,805394460,4.29,US Dollar,4.29,US Dollar,Reinvestment,0
2022/09/01 00:04,3144,805394460,3144,805394460,4.29,US Dollar,4.29,US Dollar,Reinvestment,0
2022/09/01 00:19,3051,805936580,3051,805936580,373632.71,US Dollar,373632.71,US Dollar,Reinvestment,0
2022/09/01 00:20,1467,804E89EB0,1467,804E89EB0,4349.64,US Dollar,4349.64,US Dollar,Reinvestment,0
2022/09/01 00:12,113744,805312340,113744,805312340,20.31,US Dollar,20.31,US Dollar,Reinvestment,0
2022/09/01 00:01,1292,8053A8BB0,1292,8053A8BB0,20799.58,US Dollar,20799.58,US Dollar,Reinvestment,0
2022/09/01 00:02,36702,804007590,36702,804007590,35780.42,US Dollar,35780.42,US Dollar,Reinvestment,0
2022/09/01 00:19,32765,8045CB410,32765,8045CB410,1653.55,US Dollar,1653.55,US Dollar,Reinvestment,0
2022/09/01 00:12,23402,803E2E3D0,23402,803E2E3D0,6196.67,US Dollar,6196.67,US Dollar,Reinvestment,0
2022/09/01 00:20,23402,803E2E3D0,3698,80580ADF0,312.52,US Dollar,312.52,US Dollar,Cheque,0
2022/09/01 00:17,23402,803E2E3D0,3698,80580ADF0,643.22,US Dollar,643.22,US Dollar,Credit Card,0
2022/09/01 00:29,11296,8022ED550,211212,80424EE40,5757.65,US Dollar,5757.65,US Dollar,Cheque,0
2022/09/01 00:10,11296,8022ED550,211212,80424EE40,7005.48,US Dollar,7005.48,US Dollar,Cash,0
2022/09/01 00:10,11296,8022ED550,211212,80424EE40,7005.48,US Dollar,7005.48,US Dollar,Cash,0
2022/09/01 00:01,127142,813C6C6F0,11296,8022ED550,7.34,US Dollar,7.34,US Dollar,Credit Card,0
2022/09/01 00:00,25981,805232870,25981,805232870,16.47,US Dollar,16.47,US Dollar,Reinvestment,0
2022/09/01 00:29,24515,8052192A0,24515,8052192A0,2060.13,US Dollar,2060.13,US Dollar,Reinvestment,0
2022/09/01 00:14,26024,8035EBB50,26024,8035EBB50,171519.63,US Dollar,171519.63,US Dollar,Reinvestment,0
2022/09/01 00:01,9482,8045C4620,9482,8045C4620,15089.58,US Dollar,15089.58,US Dollar,Reinvestment,0
2022/09/01 00:08,1588,80479D590,22345,80479CEB0,3734149.0,US Dollar,3734149.0,US Dollar,Cheque,0
2022/09/01 00:04,1588,80479D590,1588,80479D590,2213.31,US Dollar,2213.31,US Dollar,Reinvestment,0
2022/09/01 00:04,1588,80479D590,1588,80479D590,2213.31,US Dollar,2213.31,US Dollar,Reinvestment,0
2022/09/01 00:21,22345,80479CEB0,9371,808D1F720,76.49,US Dollar,76.49,US Dollar,Credit Card,0
2022/09/01 00:10,22345,80479CEB0,1467,810B0DCF0,1391465.08,US Dollar,1391465.08,US Dollar,Cheque,0
2022/09/01 00:11,22345,80479CEB0,1467,810B0DCF0,17762.84,US Dollar,17762.84,US Dollar,Credit Card,0
2022/09/01 00:03,11107,805704900,11107,805704900,17.99,US Dollar,17.99,US Dollar,Reinvestment,0
2022/09/01 00:12,21611,80511A010,21611,80511A010,946.49,US Dollar,946.49,US Dollar,Reinvestment,0
2022/09/01 00:12,3290,804265470,3290,804265470,830.73,US Dollar,830.73,US Dollar,Reinvestment,0
2022/09/01 00:10,1853,804BB9390,1853,804BB9390,97714.31,US Dollar,97714.31,US Dollar,Reinvestment,0
2022/09/01 00:29,1853,804BB9390,1853,804BB9390,24.36,US Dollar,24.36,US Dollar,Reinvestment,0
2022/09/01 00:29,1853,804BB9390,1853,804BB9390,24.36,US Dollar,24.36,US Dollar,Reinvestment,0
2022/09/01 00:13,35753,803F3BEA0,35753,803F3BEA0,74.91,US Dollar,74.91,US Dollar,Reinvestment,0
2022/09/01 00:06,1244,8057627C0,1244,8057627C0,126706.79,US Dollar,126706.79,US Dollar,Reinvestment,0
2022/09/01 00:28,12979,80571E4A0,1244,8057627C0,53374.54,US Dollar,53374.54,US Dollar,Cheque,0
2022/09/01 00:15,12979,80571E4A0,1244,8057627C0,2380.5,US Dollar,2380.5,US Dollar,Credit Card,0
2022/09/01 00:18,12979,80571E4A0,1244,8057627C0,89058.61,US Dollar,89058.61,US Dollar,Cash,0
2022/09/01 00:05,8805,804210D10,8805,804210D10,341950.58,US Dollar,341950.58,US Dollar,Reinvestment,0
2022/09/01 00:09,18902,804E4D340,18902,804E4D340,9.68,US Dollar,9.68,US Dollar,Reinvestment,0
2022/09/01 00:29,310019,8056F6CD0,310019,8056F6CD0,4718.38,US Dollar,4718.38,US Dollar,Reinvestment,0
2022/09/01 00:10,11974,804E90900,18549,80C154AD0,133.55,US Dollar,133.55,US Dollar,Credit Card,0
2022/09/01 00:18,18549,80C154AD0,18549,80C154AD0,195931.44,US Dollar,195931.44,US Dollar,Reinvestment,0
2022/09/01 00:18,18549,80C154AD0,18549,80C154AD0,195931.44,US Dollar,195931.44,US Dollar,Reinvestment,0
2022/09/01 00:21,18549,80C154AD0,18549,80C154AD0,17.88,US Dollar,17.88,US Dollar,Reinvestment,0
2022/09/01 00:21,18549,80C154AD0,18549,80C154AD0,17.88,US Dollar,17.88,US Dollar,Reinvestment,0
2022/09/01 00:06,15730,803E33D80,15730,803E33D80,6036.37,US Dollar,6036.37,US Dollar,Reinvestment,0
2022/09/01 00:10,14325,803E5D330,14325,803E5D330,83931.34,US Dollar,83931.34,US Dollar,Reinvestment,0
2022/09/01 00:15,14325,803E5D330,14325,803E5D330,7.26,US Dollar,7.26,US Dollar,Reinvestment,0
2022/09/01 00:15,14325,803E5D330,14325,803E5D330,7.26,US Dollar,7.26,US Dollar,Reinvestment,0
2022/09/01 00:03,1068,8047EED00,1068,8047EED00,79371.07,US Dollar,79371.07,US Dollar,Reinvestment,0
2022/09/01 00:24,8805,803D57430,8805,803D57430,94.45,US Dollar,94.45,US Dollar,Reinvestment,0
2022/09/01 00:10,19329,803D5ECE0,5140,803D55080,5342241.0,US Dollar,5342241.0,US Dollar,Cheque,0
2022/09/01 00:06,5140,803D55080,130435,81329EB20,96.49,US Dollar,96.49,US Dollar,Credit Card,0
2022/09/01 00:13,6129,80552DF70,6129,80552DF70,721.62,US Dollar,721.62,US Dollar,Reinvestment,0
2022/09/01 00:14,28255,804E277F0,28255,804E277F0,17.1,US Dollar,17.1,US Dollar,Reinvestment,0
2022/09/01 00:00,16109,80416A290,16109,80416A290,12978076.15,US Dollar,12978076.15,US Dollar,Reinvestment,0
2022/09/01 00:04,22828,80478FA90,22828,80478FA90,41317.34,US Dollar,41317.34,US Dollar,Reinvestment,0
2022/09/01 00:12,3229,8057E3340,3229,8057E3340,228320.06,US Dollar,228320.06,US Dollar,Reinvestment,0
2022/09/01 00:21,38100,8040056F0,38100,8040056F0,635.5,US Dollar,4256.33,Yuan,ACH,0
2022/09/01 00:21,38100,8040056F0,18015,804004B60,635.5,US Dollar,635.5,US Dollar,ACH,0
2022/09/01 00:08,1853,8048817C0,1853,8048817C0,15.48,US Dollar,15.48,US Dollar,Reinvestment,0
2022/09/01 00:21,2843,8045B0760,2843,8045B0760,10.97,US Dollar,10.97,US Dollar,Reinvestment,0
2022/09/01 00:14,16136,803E7F6A0,16136,803E7F6A0,13528.83,US Dollar,13528.83,US Dollar,Reinvestment,0
2022/09/01 00:02,31154,8057CD680,31154,8057CD680,4620.62,US Dollar,4620.62,US Dollar,Reinvestment,0
2022/09/01 00:22,8771,805327590,8771,805327590,1270178.67,US Dollar,1270178.67,US Dollar,Reinvestment,0
2022/09/01 00:05,315341,80593E970,3229,80593F210,2961.37,US Dollar,2961.37,US Dollar,ACH,0
2022/09/01 00:07,16163,803F26160,16163,803F26160,136681.7,US Dollar,136681.7,US Dollar,Reinvestment,0
2022/09/01 00:14,11474,80553E3B0,11474,80553E3B0,1341171.48,US Dollar,1341171.48,US Dollar,Reinvestment,0
2022/09/01 00:02,11474,80553E3B0,11474,80553E3B0,18.48,US Dollar,18.48,US Dollar,Reinvestment,0
2022/09/01 00:02,11474,80553E3B0,11474,80553E3B0,18.48,US Dollar,18.48,US Dollar,Reinvestment,0
2022/09/01 00:25,2385,803E42CD0,2385,803E42CD0,20.21,US Dollar,20.21,US Dollar,Reinvestment,0
2022/09/01 00:02,22828,80400ED50,22828,80400ED50,43322.87,US Dollar,43322.87,US Dollar,Reinvestment,0
2022/09/01 00:09,6075,805398530,6075,805398530,4.99,US Dollar,4.99,US Dollar,Reinvestment,0
2022/09/01 00:16,8354,803E37260,8354,803E37260,1974.74,US Dollar,1974.74,US Dollar,Reinvestment,0
2022/09/01 00:10,6276,804DE9F10,6276,804DE9F10,106977.34,US Dollar,106977.34,US Dollar,Reinvestment,0
2022/09/01 00:21,16586,8052AAF50,16586,8052AAF50,25900.69,US Dollar,25900.69,US Dollar,Reinvestment,0
2022/09/01 00:26,36810,8057DB740,36810,8057DB740,7898.75,US Dollar,7898.75,US Dollar,Reinvestment,0
2022/09/01 00:02,28800,8042EAB00,28800,8042EAB00,607.67,US Dollar,607.67,US Dollar,Reinvestment,0
2022/09/01 00:23,28800,8042EAB00,28800,8042EAB00,24.04,US Dollar,24.04,US Dollar,Reinvestment,0
2022/09/01 00:23,28800,8042EAB00,28800,8042EAB00,24.04,US Dollar,24.04,US Dollar,Reinvestment,0
2022/09/01 00:27,21258,803E87190,21258,803E87190,7528.95,US Dollar,7528.95,US Dollar,Reinvestment,0
2022/09/01 00:04,1411,800A9CFC0,21258,803E87190,5738.39,US Dollar,5738.39,US Dollar,Cheque,0
2022/09/01 00:09,1292,8054AF310,1292,8054AF310,16.63,US Dollar,16.63,US Dollar,Reinvestment,0
2022/09/01 00:16,4523,804022B80,4523,804022B80,2459.68,US Dollar,2459.68,US Dollar,Reinvestment,0
2022/09/01 00:25,17327,804883830,2439,80CBA6D40,138.8,US Dollar,138.8,US Dollar,Credit Card,0
2022/09/01 00:15,4403,8032876A0,2439,80CBA6D40,10908.37,US Dollar,10908.37,US Dollar,Cheque,0
2022/09/01 00:24,4403,8032876A0,2439,80CBA6D40,1999.25,US Dollar,1999.25,US Dollar,Credit Card,0
2022/09/01 00:07,4403,8032876A0,2439,80CBA6D40,1307.52,US Dollar,1307.52,US Dollar,Wire,0
2022/09/01 00:16,2439,80CBA6D40,2439,80CBA6D40,13.65,US Dollar,13.65,US Dollar,Reinvestment,0
2022/09/01 00:16,2439,80CBA6D40,2439,80CBA6D40,13.65,US Dollar,13.65,US Dollar,Reinvestment,0
2022/09/01 00:14,11405,8045DAEA0,9482,8111E1DA0,29.27,US Dollar,29.27,US Dollar,Credit Card,0
2022/09/01 00:28,9482,8111E1DA0,9482,8111E1DA0,216591.79,US Dollar,216591.79,US Dollar,Reinvestment,0
2022/09/01 00:28,9482,8111E1DA0,9482,8111E1DA0,216591.79,US Dollar,216591.79,US Dollar,Reinvestment,0
2022/09/01 00:01,2454,805212F60,2454,805212F60,815863.04,US Dollar,815863.04,US Dollar,Reinvestment,0
2022/09/01 00:19,4766,804757150,4766,804757150,2514297.08,US Dollar,2514297.08,US Dollar,Reinvestment,0
2022/09/01 00:23,21611,8050FE740,29089,80521BD30,2.0,US Dollar,2.0,US Dollar,Cheque,0
2022/09/01 00:07,29089,80521BD30,1467,80EC57DC0,135.46,US Dollar,135.46,US Dollar,Credit Card,0
2022/09/01 00:00,21611,8050FE740,8623,808517D70,17737.98,US Dollar,17737.98,US Dollar,Cheque,0
2022/09/01 00:14,21611,8050FE740,8623,808517D70,9967.64,US Dollar,9967.64,US Dollar,Credit Card,0
2022/09/01 00:23,3229,803D69580,3229,803D69580,4768.78,US Dollar,4768.78,US Dollar,Reinvestment,0
2022/09/01 00:16,3229,803D69580,3229,803D69580,19.47,US Dollar,19.47,US Dollar,Reinvestment,0
2022/09/01 00:16,3229,803D69580,3229,803D69580,19.47,US Dollar,19.47,US Dollar,Reinvestment,0
2022/09/01 00:08,3229,803D69580,12893,8057DCC20,2369.79,US Dollar,2369.79,US Dollar,Cheque,0
2022/09/01 00:20,3229,803D69580,12893,8057DCC20,6026.73,US Dollar,6026.73,US Dollar,Credit Card,0
2022/09/01 00:28,3229,803D69580,12893,8057DCC20,6286.55,US Dollar,6286.55,US Dollar,ACH,0
2022/09/01 00:24,11974,8051B31A0,11974,8051B31A0,10035.71,US Dollar,10035.71,US Dollar,Reinvestment,0
2022/09/01 00:11,3331,8045CF400,3331,8045CF400,1987.84,US Dollar,1987.84,US Dollar,Reinvestment,0
2022/09/01 00:22,22736,80511BE50,22736,80511BE50,7356.18,US Dollar,7356.18,US Dollar,Reinvestment,0
2022/09/01 00:00,31807,804799280,29251,8047984D0,0.01,US Dollar,0.01,US Dollar,Cheque,0
2022/09/01 00:22,32195,803F03F90,32195,803F03F90,11950.76,US Dollar,11950.76,US Dollar,Reinvestment,0
2022/09/01 00:09,13037,8045BA330,13037,8045BA330,10501.97,US Dollar,10501.97,US Dollar,Reinvestment,0
2022/09/01 00:18,13037,8045BA330,13037,8045BA330,22.25,US Dollar,22.25,US Dollar,Reinvestment,0
2022/09/01 00:18,13037,8045BA330,13037,8045BA330,22.25,US Dollar,22.25,US Dollar,Reinvestment,0
2022/09/01 00:28,33860,80475DF30,33860,80475DF30,4363.4,US Dollar,4363.4,US Dollar,Reinvestment,0
2022/09/01 00:19,18902,8056EBFD0,18902,8056EBFD0,1349.35,US Dollar,1349.35,US Dollar,Reinvestment,0
2022/09/01 00:07,313962,8052D02A0,313962,8052D02A0,464.84,US Dollar,464.84,US Dollar,Reinvestment,0
2022/09/01 00:12,19474,804528D60,19474,804528D60,6146.49,US Dollar,6146.49,US Dollar,Reinvestment,0
2022/09/01 00:29,23402,8057B6B60,23402,8057B6B60,627.97,US Dollar,627.97,US Dollar,Reinvestment,0
2022/09/01 00:05,10642,803F0B410,10642,803F0B410,10.29,US Dollar,10.29,US Dollar,Reinvestment,0
2022/09/01 00:22,9482,804D22790,110836,804D21330,1439440.0,US Dollar,1439440.0,US Dollar,Cheque,0
2022/09/01 00:07,9482,804D22790,9482,804D22790,16834.54,US Dollar,16834.54,US Dollar,Reinvestment,0
2022/09/01 00:07,9482,804D22790,9482,804D22790,16834.54,US Dollar,16834.54,US Dollar,Reinvestment,0
2022/09/01 00:28,110836,804D21330,6156,8043C6AD0,4.25,US Dollar,4.25,US Dollar,Credit Card,0
2022/09/01 00:17,2845,8041E4E20,2845,8041E4E20,14.0,US Dollar,14.0,US Dollar,Reinvestment,0
2022/09/01 00:17,28255,8044FFC70,28255,8044FFC70,12.63,US Dollar,12.63,US Dollar,Reinvestment,0
